
-0.992187,0.001029,0.006641,529.226099,-1.596276,-0.239966,507.035813,957.519914,520.374377,-1.504399,-0.231155,502.094940,12744.909091,38.342411,1842.579598,2676.381822,12227.094414,38.305955,1773.201787,2666.501241,957.519914,520.374377,-1.504399,-0.231155,502.094940,32.513701,-0.401882,-0.036310,4851.947357,-60.058599,-5.423699,391.118470,9843.555617,581.286700,-18.835569,494.145115,6.337542,69.146415,863.479750,257.532327,-488.778429,-55.218454,-0.000440,12.056098,0.000000,0.001906,10.199561,0.004007,0.001728,8.782342,-0.000389,2619.716924,1620.536148,-2209.413217,0.003893,-106.717230,-0.000000,3972.984807,5.680081,8.681165,-1998.432700,-5.415380,-1.000323
-0.976563,0.001062,0.006360,642.246653,-1.161965,-0.214996,528.225987,955.800577,631.707137,-0.860592,-0.204096,523.378090,14920.586319,118.815494,1976.749902,2680.730343,14612.828713,116.637328,1913.063708,2675.722492,955.800577,631.707137,-0.860592,-0.204096,523.378090,36.885745,-0.997876,-0.063851,5748.740350,-155.442813,-9.986952,316.328473,10129.998282,888.526209,-43.502699,317.260071,-3.046301,47.396416,961.319479,280.487563,-433.723031,-41.152084,0.000000,-8.979703,-0.000000,0.000000,4.054194,-0.000000,0.000000,-0.183884,0.000000,4018.356708,-136.264057,-2009.112596,-0.000000,94.641725,0.000000,4961.047634,7.368956,8.138379,-3264.035628,-3.853129,-1.869358
-0.960938,0.001090,0.006137,746.671779,-0.516191,-0.199324,546.798113,956.233911,735.909292,-0.005472,-0.183920,542.615762,18606.259750,287.369550,2306.491138,2466.276606,18521.442766,280.720462,2242.554024,2461.929125,956.233911,735.909292,-0.005472,-0.183920,542.615762,38.187387,-1.893099,-0.099206,6177.374700,-306.332175,-16.100602,345.541999,10055.830510,1131.481026,-47.315556,402.988867,-23.859089,51.719561,1868.174751,317.908117,-582.100562,-54.086066,0.000000,-48.165076,-0.000000,0.000000,-2.400283,-0.000000,0.000000,-0.188556,-0.000000,4616.358283,1293.667208,-3011.812596,-0.000000,518.375988,0.000000,5477.011093,9.981709,8.762758,-4888.655920,-1.898212,-2.684179
-0.945312,0.001146,0.005729,843.540081,-0.824522,-0.237972,584.027977,954.110388,831.402384,-0.028605,-0.228470,579.976707,23404.336166,466.658818,2885.642742,2473.089681,23661.976818,461.876318,2810.946033,2540.685429,954.110388,831.402384,-0.028605,-0.228470,579.976707,41.699957,-2.930952,-0.109720,7229.569426,-508.374185,-19.113174,566.221613,8008.960719,1441.360711,-30.717803,604.402689,-41.247894,69.001259,2408.923780,371.108890,-710.344178,-58.523801,0.000000,-90.451856,0.000000,-0.000000,-0.456664,0.000000,0.000000,-0.128402,0.000000,6445.931758,-776.314445,-2887.368601,-0.000000,1097.877235,-0.000000,5201.652022,10.465945,25.328132,-7491.364418,-3.007524,-2.999154
-0.929687,0.001179,0.005520,908.159529,-0.961116,-0.321686,605.639422,954.405043,897.070038,-0.045137,-0.321058,602.175251,24128.138642,666.773541,3315.812469,2234.709191,24662.107356,664.281654,3243.951215,2326.375131,954.405043,897.070038,-0.045137,-0.321058,602.175251,38.967605,-3.351718,-0.096899,7021.551857,-604.075344,-17.553461,616.891278,6819.470709,1460.949622,-49.847361,694.876015,-29.338883,79.222095,1973.762653,388.510431,-666.501470,-60.102080,-0.000000,-86.028000,-0.000000,0.000000,1.057310,0.000000,0.000000,0.148115,-0.000000,6277.900140,-804.170311,-2768.286669,0.000000,954.006727,0.000000,3890.258229,12.687038,15.776613,-9660.829299,-3.484225,-1.873820
-0.914062,0.001200,0.005373,955.764783,-0.939146,-0.436077,620.100293,952.232198,945.740229,-0.012526,-0.443593,617.164955,23351.206112,839.807125,3521.927582,1939.063690,23985.084433,839.513183,3459.247364,2031.981154,952.232198,945.740229,-0.012526,-0.443593,617.164955,34.587935,-3.296737,-0.060091,6407.698070,-610.832221,-11.205601,622.979316,6169.744262,1375.193864,-65.048576,704.391521,-21.365587,86.893128,1776.128200,382.457247,-596.824012,-59.536213,-0.000000,-50.227996,-0.000000,0.000000,0.537208,0.000000,0.000000,0.212223,0.000000,6006.542227,-1493.417770,-2270.833030,0.000000,503.513288,0.000000,3125.478734,12.350929,10.055962,-10365.875376,-3.323659,-1.314718
-0.898437,0.001216,0.005280,993.664217,-0.952547,-0.545186,630.624546,952.544536,985.114232,-0.049236,-0.556959,628.246258,22061.590638,1042.351983,3667.778035,1657.306110,22743.899292,1043.294283,3614.961306,1742.452978,952.544536,985.114232,-0.049236,-0.556959,628.246258,30.274245,-3.258136,-0.032563,5713.257382,-614.904855,-6.195083,621.245848,5472.240068,1257.335361,-67.606036,709.705499,-9.860881,94.143416,1616.004807,372.107463,-479.090191,-56.034043,-0.000000,-33.498952,-0.000000,0.000000,0.297934,-0.000000,0.000000,0.212304,-0.000000,5868.629165,-1629.558330,-2107.116747,0.000000,286.415515,0.000000,2625.217438,12.497200,6.787660,-11496.464411,-3.410121,-0.983304
-0.882812,0.001227,0.005199,1024.599583,-0.884938,-0.608550,638.602665,950.481134,1017.072550,-0.003577,-0.617047,636.629523,20635.153275,1204.422269,3732.288020,1413.842235,21290.337708,1206.275251,3688.706915,1487.911664,950.481134,1017.072550,-0.003577,-0.617047,636.629523,26.286695,-3.072759,-0.016365,5040.927120,-589.251515,-3.164355,615.498679,4776.611004,1130.589842,-63.579992,694.937159,-0.299819,101.915102,1486.031821,359.224695,-393.367931,-52.260692,-0.000000,-24.409071,0.000000,0.000000,0.196215,0.000000,-0.000000,0.193321,0.000000,5755.138044,-1990.001121,-1846.724406,0.000000,183.727870,-0.000000,2252.439144,11.581995,4.786436,-11734.310441,-3.075557,-0.763142
-0.867187,0.001237,0.005148,1050.728281,-0.879984,-0.605465,644.870736,950.911389,1044.348217,-0.048693,-0.609890,643.278352,19239.697378,1379.327005,3778.226147,1208.690225,19854.411941,1382.217987,3742.461864,1271.114107,950.911389,1044.348217,-0.048693,-0.609890,643.278352,22.880808,-2.940757,-0.015756,4434.505756,-569.927130,-3.067600,603.812983,4146.587793,1007.526797,-54.729951,676.746419,10.895290,109.451396,1362.011584,344.423204,-295.761176,-46.357088,-0.000000,-18.533010,-0.000000,0.000000,0.126911,-0.000000,-0.000000,0.168516,0.000000,5614.289169,-2075.809921,-1724.521062,0.000000,118.241782,0.000000,1967.459471,10.865952,3.504916,-12436.534992,-3.095191,-0.609489
-0.851562,0.001244,0.005096,1073.015408,-0.801158,-0.518039,649.905449,949.032475,1067.415167,0.001381,-0.517395,648.585688,17921.691560,1515.435038,3802.586559,1038.711511,18475.801652,1518.790303,3773.474586,1090.799609,949.032475,1067.415167,0.001381,-0.517395,648.585688,19.903137,-2.751389,-0.015077,3898.468826,-538.882782,-2.957913,589.234903,3599.906315,893.657196,-44.378378,654.091517,19.689244,117.108183,1249.888656,330.982294,-232.534980,-41.522320,-0.000000,-14.459966,0.000000,-0.000000,0.087348,0.000000,0.000000,0.143434,0.000000,5464.841002,-2146.204458,-1610.708057,0.000000,80.979286,-0.000000,1738.228237,9.676254,2.573037,-12463.953650,-2.741426,-0.497044
